dimension,dataset,extraction,scaling,exp_var_ratio,whitening,model,metric,score,date
valence,pmemobal,librosa,robust,0.75,True,SVRpoly,rmse,0.134,2019-11-30_19-33-25
valence,pmemobal,librosa,robust,0.75,True,SVRlin,rmse,0.134,2019-11-30_19-33-25
valence,pmemobal,librosa,robust,0.75,True,DecTree,rmse,0.162,2019-11-30_19-33-25
valence,pmemobal,librosa,robust,0.75,True,RandFor,rmse,0.152,2019-11-30_19-33-25
arousal,pmemobal,librosa,robust,0.75,True,NaiveMean,rmse,0.182,2019-11-30_19-33-25
arousal,pmemobal,librosa,robust,0.75,True,Lasso,rmse,0.182,2019-11-30_19-33-25
arousal,pmemobal,librosa,robust,0.75,True,ElasticNet,rmse,0.182,2019-11-30_19-33-25
arousal,pmemobal,librosa,robust,0.75,True,Ridge,rmse,0.115,2019-11-30_19-33-25
arousal,pmemobal,librosa,robust,0.75,True,kNN,rmse,0.144,2019-11-30_19-33-25
arousal,pmemobal,librosa,robust,0.75,True,SVRrbf,rmse,0.125,2019-11-30_19-33-25
arousal,pmemobal,librosa,robust,0.75,True,SVRpoly,rmse,0.12,2019-11-30_19-33-25
arousal,pmemobal,librosa,robust,0.75,True,SVRlin,rmse,0.12,2019-11-30_19-33-25
arousal,pmemobal,librosa,robust,0.75,True,DecTree,rmse,0.136,2019-11-30_19-33-25
arousal,pmemobal,librosa,robust,0.75,True,RandFor,rmse,0.159,2019-11-30_19-33-25
valence,deambal,librosa,robust,0.75,True,NaiveMean,rmse,0.137,2019-11-30_19-33-25
valence,deambal,librosa,robust,0.75,True,Lasso,rmse,0.137,2019-11-30_19-33-25
valence,deambal,librosa,robust,0.75,True,ElasticNet,rmse,0.137,2019-11-30_19-33-25
valence,deambal,librosa,robust,0.75,True,Ridge,rmse,0.129,2019-11-30_19-33-25
valence,deambal,librosa,robust,0.75,True,kNN,rmse,0.135,2019-11-30_19-33-25
valence,deambal,librosa,robust,0.75,True,SVRrbf,rmse,0.126,2019-11-30_19-33-25
valence,deambal,librosa,robust,0.75,True,SVRpoly,rmse,0.129,2019-11-30_19-33-25
valence,deambal,librosa,robust,0.75,True,SVRlin,rmse,0.128,2019-11-30_19-33-25
valence,deambal,librosa,robust,0.75,True,DecTree,rmse,0.134,2019-11-30_19-33-25
valence,deambal,librosa,robust,0.75,True,RandFor,rmse,0.128,2019-11-30_19-33-25
arousal,deambal,librosa,robust,0.75,True,NaiveMean,rmse,0.156,2019-11-30_19-33-25
arousal,deambal,librosa,robust,0.75,True,Lasso,rmse,0.156,2019-11-30_19-33-25
arousal,deambal,librosa,robust,0.75,True,ElasticNet,rmse,0.156,2019-11-30_19-33-25
arousal,deambal,librosa,robust,0.75,True,Ridge,rmse,0.158,2019-11-30_19-33-25
arousal,deambal,librosa,robust,0.75,True,kNN,rmse,0.15,2019-11-30_19-33-25
arousal,deambal,librosa,robust,0.75,True,SVRrbf,rmse,0.143,2019-11-30_19-33-25
arousal,deambal,librosa,robust,0.75,True,SVRpoly,rmse,0.158,2019-11-30_19-33-25
arousal,deambal,librosa,robust,0.75,True,SVRlin,rmse,0.158,2019-11-30_19-33-25
arousal,deambal,librosa,robust,0.75,True,DecTree,rmse,0.149,2019-11-30_19-33-25
arousal,deambal,librosa,robust,0.75,True,RandFor,rmse,0.142,2019-11-30_19-33-25
valence,pmemobal_agg,librosa,robust,0.75,True,NaiveMean,rmse,0.163,2019-11-30_19-33-25
valence,pmemobal_agg,librosa,robust,0.75,True,Lasso,rmse,0.163,2019-11-30_19-33-25
valence,pmemobal_agg,librosa,robust,0.75,True,ElasticNet,rmse,0.163,2019-11-30_19-33-25
valence,pmemobal_agg,librosa,robust,0.75,True,Ridge,rmse,0.138,2019-11-30_19-33-25
valence,pmemobal_agg,librosa,robust,0.75,True,kNN,rmse,0.152,2019-11-30_19-33-25
valence,pmemobal_agg,librosa,robust,0.75,True,SVRrbf,rmse,0.151,2019-11-30_19-33-25
valence,pmemobal_agg,librosa,robust,0.75,True,SVRpoly,rmse,0.138,2019-11-30_19-33-25
valence,pmemobal_agg,librosa,robust,0.75,True,SVRlin,rmse,0.138,2019-11-30_19-33-25
valence,pmemobal_agg,librosa,robust,0.75,True,DecTree,rmse,0.159,2019-11-30_19-33-25
valence,pmemobal_agg,librosa,robust,0.75,True,RandFor,rmse,0.147,2019-11-30_19-33-25
arousal,pmemobal_agg,librosa,robust,0.75,True,NaiveMean,rmse,0.181,2019-11-30_19-33-25
arousal,pmemobal_agg,librosa,robust,0.75,True,Lasso,rmse,0.181,2019-11-30_19-33-25
arousal,pmemobal_agg,librosa,robust,0.75,True,ElasticNet,rmse,0.181,2019-11-30_19-33-25
arousal,pmemobal_agg,librosa,robust,0.75,True,Ridge,rmse,0.117,2019-11-30_19-33-25
arousal,pmemobal_agg,librosa,robust,0.75,True,kNN,rmse,0.136,2019-11-30_19-33-25
arousal,pmemobal_agg,librosa,robust,0.75,True,SVRrbf,rmse,0.136,2019-11-30_19-33-25
arousal,pmemobal_agg,librosa,robust,0.75,True,SVRpoly,rmse,0.119,2019-11-30_19-33-25
arousal,pmemobal_agg,librosa,robust,0.75,True,SVRlin,rmse,0.118,2019-11-30_19-33-25
arousal,pmemobal_agg,librosa,robust,0.75,True,DecTree,rmse,0.14,2019-11-30_19-33-25
arousal,pmemobal_agg,librosa,robust,0.75,True,RandFor,rmse,0.143,2019-11-30_19-33-25
valence,deambal_agg,librosa,robust,0.75,True,NaiveMean,rmse,0.14,2019-11-30_19-33-25
valence,deambal_agg,librosa,robust,0.75,True,Lasso,rmse,0.14,2019-11-30_19-33-25
valence,deambal_agg,librosa,robust,0.75,True,ElasticNet,rmse,0.14,2019-11-30_19-33-25
valence,deambal_agg,librosa,robust,0.75,True,Ridge,rmse,0.119,2019-11-30_19-33-25
valence,deambal_agg,librosa,robust,0.75,True,kNN,rmse,0.127,2019-11-30_19-33-25
valence,deambal_agg,librosa,robust,0.75,True,SVRrbf,rmse,0.122,2019-11-30_19-33-25
valence,deambal_agg,librosa,robust,0.75,True,SVRpoly,rmse,0.118,2019-11-30_19-33-25
valence,deambal_agg,librosa,robust,0.75,True,SVRlin,rmse,0.118,2019-11-30_19-33-25
valence,deambal_agg,librosa,robust,0.75,True,DecTree,rmse,0.13,2019-11-30_19-33-25
valence,deambal_agg,librosa,robust,0.75,True,RandFor,rmse,0.121,2019-11-30_19-33-25
arousal,deambal_agg,librosa,robust,0.75,True,NaiveMean,rmse,0.157,2019-11-30_19-33-25
arousal,deambal_agg,librosa,robust,0.75,True,Lasso,rmse,0.157,2019-11-30_19-33-25
arousal,deambal_agg,librosa,robust,0.75,True,ElasticNet,rmse,0.157,2019-11-30_19-33-25
arousal,deambal_agg,librosa,robust,0.75,True,Ridge,rmse,0.141,2019-11-30_19-33-25
arousal,deambal_agg,librosa,robust,0.75,True,kNN,rmse,0.137,2019-11-30_19-33-25
arousal,deambal_agg,librosa,robust,0.75,True,SVRrbf,rmse,0.127,2019-11-30_19-33-25
arousal,deambal_agg,librosa,robust,0.75,True,SVRpoly,rmse,0.141,2019-11-30_19-33-25
arousal,deambal_agg,librosa,robust,0.75,True,SVRlin,rmse,0.141,2019-11-30_19-33-25
arousal,deambal_agg,librosa,robust,0.75,True,DecTree,rmse,0.143,2019-11-30_19-33-25
arousal,deambal_agg,librosa,robust,0.75,True,RandFor,rmse,0.131,2019-11-30_19-33-25
categorical,dixon,librosa,robust,0.75,True,Uniform,accuracy,0.24,2019-11-30_19-33-25
categorical,dixon,librosa,robust,0.75,True,Ridge,accuracy,0.49,2019-11-30_19-33-25
categorical,dixon,librosa,robust,0.75,True,kNN,accuracy,0.41,2019-11-30_19-33-25
categorical,dixon,librosa,robust,0.75,True,SVMrbf,accuracy,0.5,2019-11-30_19-33-25
categorical,dixon,librosa,robust,0.75,True,SVMpoly,accuracy,0.39,2019-11-30_19-33-25
categorical,dixon,librosa,robust,0.75,True,DecTree,accuracy,0.44,2019-11-30_19-33-25
categorical,dixon,librosa,robust,0.75,True,RandFor,accuracy,0.39,2019-11-30_19-33-25
categorical,dixon_agg,librosa,robust,0.75,True,Uniform,accuracy,0.25,2019-11-30_19-33-25
categorical,dixon_agg,librosa,robust,0.75,True,Ridge,accuracy,0.44,2019-11-30_19-33-25
categorical,dixon_agg,librosa,robust,0.75,True,kNN,accuracy,0.4,2019-11-30_19-33-25
categorical,dixon_agg,librosa,robust,0.75,True,SVMrbf,accuracy,0.47,2019-11-30_19-33-25
categorical,dixon_agg,librosa,robust,0.75,True,SVMpoly,accuracy,0.44,2019-11-30_19-33-25
categorical,dixon_agg,librosa,robust,0.75,True,DecTree,accuracy,0.44,2019-11-30_19-33-25
categorical,dixon_agg,librosa,robust,0.75,True,RandFor,accuracy,0.45,2019-11-30_19-33-25
valence,pmdeamo,librosa,robust,0.75,True,NaiveMean,rmse,0.159,2019-11-30_19-33-25
valence,pmdeamo,librosa,robust,0.75,True,Lasso,rmse,0.159,2019-11-30_19-33-25
valence,pmdeamo,librosa,robust,0.75,True,ElasticNet,rmse,0.159,2019-11-30_19-33-25
valence,pmdeamo,librosa,robust,0.75,True,Ridge,rmse,0.129,2019-11-30_19-33-25
valence,pmdeamo,librosa,robust,0.75,True,kNN,rmse,0.132,2019-11-30_19-33-25
valence,pmdeamo,librosa,robust,0.75,True,SVRrbf,rmse,0.123,2019-11-30_19-33-25
valence,pmdeamo,librosa,robust,0.75,True,SVRpoly,rmse,0.129,2019-11-30_19-33-25
valence,pmdeamo,librosa,robust,0.75,True,SVRlin,rmse,0.129,2019-11-30_19-33-25
valence,pmdeamo,librosa,robust,0.75,True,DecTree,rmse,0.131,2019-11-30_19-33-25
valence,pmdeamo,librosa,robust,0.75,True,RandFor,rmse,0.129,2019-11-30_19-33-25
arousal,pmdeamo,librosa,robust,0.75,True,NaiveMean,rmse,0.182,2019-11-30_19-33-25
arousal,pmdeamo,librosa,robust,0.75,True,Lasso,rmse,0.182,2019-11-30_19-33-25
arousal,pmdeamo,librosa,robust,0.75,True,ElasticNet,rmse,0.182,2019-11-30_19-33-25
arousal,pmdeamo,librosa,robust,0.75,True,Ridge,rmse,0.149,2019-11-30_19-33-25
arousal,pmdeamo,librosa,robust,0.75,True,kNN,rmse,0.143,2019-11-30_19-33-25
arousal,pmdeamo,librosa,robust,0.75,True,SVRrbf,rmse,0.136,2019-11-30_19-33-25
arousal,pmdeamo,librosa,robust,0.75,True,SVRpoly,rmse,0.149,2019-11-30_19-33-25
arousal,pmdeamo,librosa,robust,0.75,True,SVRlin,rmse,0.149,2019-11-30_19-33-25
arousal,pmdeamo,librosa,robust,0.75,True,DecTree,rmse,0.142,2019-11-30_19-33-25
arousal,pmdeamo,librosa,robust,0.75,True,RandFor,rmse,0.145,2019-11-30_19-33-25
valence,pmdeamo_agg,librosa,robust,0.75,True,NaiveMean,rmse,0.159,2019-11-30_19-33-25
valence,pmdeamo_agg,librosa,robust,0.75,True,Lasso,rmse,0.159,2019-11-30_19-33-25
valence,pmdeamo_agg,librosa,robust,0.75,True,ElasticNet,rmse,0.159,2019-11-30_19-33-25
valence,pmdeamo_agg,librosa,robust,0.75,True,Ridge,rmse,0.12,2019-11-30_19-33-25
valence,pmdeamo_agg,librosa,robust,0.75,True,kNN,rmse,0.124,2019-11-30_19-33-25
valence,pmdeamo_agg,librosa,robust,0.75,True,SVRrbf,rmse,0.118,2019-11-30_19-33-25
valence,pmdeamo_agg,librosa,robust,0.75,True,SVRpoly,rmse,0.12,2019-11-30_19-33-25
valence,pmdeamo_agg,librosa,robust,0.75,True,SVRlin,rmse,0.12,2019-11-30_19-33-25
valence,pmdeamo_agg,librosa,robust,0.75,True,DecTree,rmse,0.126,2019-11-30_19-33-25
valence,pmdeamo_agg,librosa,robust,0.75,True,RandFor,rmse,0.126,2019-11-30_19-33-25
arousal,pmdeamo_agg,librosa,robust,0.75,True,NaiveMean,rmse,0.182,2019-11-30_19-33-25
arousal,pmdeamo_agg,librosa,robust,0.75,True,Lasso,rmse,0.182,2019-11-30_19-33-25
arousal,pmdeamo_agg,librosa,robust,0.75,True,ElasticNet,rmse,0.182,2019-11-30_19-33-25
arousal,pmdeamo_agg,librosa,robust,0.75,True,Ridge,rmse,0.131,2019-11-30_19-33-25
arousal,pmdeamo_agg,librosa,robust,0.75,True,kNN,rmse,0.137,2019-11-30_19-33-25
arousal,pmdeamo_agg,librosa,robust,0.75,True,SVRrbf,rmse,0.129,2019-11-30_19-33-25
arousal,pmdeamo_agg,librosa,robust,0.75,True,SVRpoly,rmse,0.13,2019-11-30_19-33-25
arousal,pmdeamo_agg,librosa,robust,0.75,True,SVRlin,rmse,0.13,2019-11-30_19-33-25
arousal,pmdeamo_agg,librosa,robust,0.75,True,DecTree,rmse,0.138,2019-11-30_19-33-25
arousal,pmdeamo_agg,librosa,robust,0.75,True,RandFor,rmse,0.144,2019-11-30_19-33-25
valence,pmdeamobal,librosa,robust,0.75,True,NaiveMean,rmse,0.153,2019-11-30_19-33-25
valence,pmdeamobal,librosa,robust,0.75,True,Lasso,rmse,0.153,2019-11-30_19-33-25
valence,pmdeamobal,librosa,robust,0.75,True,ElasticNet,rmse,0.153,2019-11-30_19-33-25
valence,pmdeamobal,librosa,robust,0.75,True,Ridge,rmse,0.14,2019-11-30_19-33-25
valence,pmdeamobal,librosa,robust,0.75,True,kNN,rmse,0.144,2019-11-30_19-33-25
valence,pmdeamobal,librosa,robust,0.75,True,SVRrbf,rmse,0.135,2019-11-30_19-33-25
valence,pmdeamobal,librosa,robust,0.75,True,SVRpoly,rmse,0.14,2019-11-30_19-33-25
valence,pmdeamobal,librosa,robust,0.75,True,SVRlin,rmse,0.14,2019-11-30_19-33-25
valence,pmdeamobal,librosa,robust,0.75,True,DecTree,rmse,0.147,2019-11-30_19-33-25
valence,pmdeamobal,librosa,robust,0.75,True,RandFor,rmse,0.139,2019-11-30_19-33-25
arousal,pmdeamobal,librosa,robust,0.75,True,NaiveMean,rmse,0.176,2019-11-30_19-33-25
arousal,pmdeamobal,librosa,robust,0.75,True,Lasso,rmse,0.176,2019-11-30_19-33-25
arousal,pmdeamobal,librosa,robust,0.75,True,ElasticNet,rmse,0.176,2019-11-30_19-33-25
arousal,pmdeamobal,librosa,robust,0.75,True,Ridge,rmse,0.162,2019-11-30_19-33-25
arousal,pmdeamobal,librosa,robust,0.75,True,kNN,rmse,0.155,2019-11-30_19-33-25
arousal,pmdeamobal,librosa,robust,0.75,True,SVRrbf,rmse,0.154,2019-11-30_19-33-25
arousal,pmdeamobal,librosa,robust,0.75,True,SVRpoly,rmse,0.164,2019-11-30_19-33-25
arousal,pmdeamobal,librosa,robust,0.75,True,SVRlin,rmse,0.164,2019-11-30_19-33-25
arousal,pmdeamobal,librosa,robust,0.75,True,DecTree,rmse,0.161,2019-11-30_19-33-25
arousal,pmdeamobal,librosa,robust,0.75,True,RandFor,rmse,0.149,2019-11-30_19-33-25
valence,pmdeamobal_agg,librosa,robust,0.75,True,NaiveMean,rmse,0.144,2019-11-30_19-33-25
valence,pmdeamobal_agg,librosa,robust,0.75,True,Lasso,rmse,0.144,2019-11-30_19-33-25
valence,pmdeamobal_agg,librosa,robust,0.75,True,ElasticNet,rmse,0.144,2019-11-30_19-33-25
valence,pmdeamobal_agg,librosa,robust,0.75,True,Ridge,rmse,0.129,2019-11-30_19-33-25
valence,pmdeamobal_agg,librosa,robust,0.75,True,kNN,rmse,0.134,2019-11-30_19-33-25
valence,pmdeamobal_agg,librosa,robust,0.75,True,SVRrbf,rmse,0.127,2019-11-30_19-33-25
valence,pmdeamobal_agg,librosa,robust,0.75,True,SVRpoly,rmse,0.13,2019-11-30_19-33-25
valence,pmdeamobal_agg,librosa,robust,0.75,True,SVRlin,rmse,0.13,2019-11-30_19-33-25
valence,pmdeamobal_agg,librosa,robust,0.75,True,DecTree,rmse,0.133,2019-11-30_19-33-25
valence,pmdeamobal_agg,librosa,robust,0.75,True,RandFor,rmse,0.13,2019-11-30_19-33-25
arousal,pmdeamobal_agg,librosa,robust,0.75,True,NaiveMean,rmse,0.163,2019-11-30_19-33-25
arousal,pmdeamobal_agg,librosa,robust,0.75,True,Lasso,rmse,0.163,2019-11-30_19-33-25
arousal,pmdeamobal_agg,librosa,robust,0.75,True,ElasticNet,rmse,0.163,2019-11-30_19-33-25
arousal,pmdeamobal_agg,librosa,robust,0.75,True,Ridge,rmse,0.148,2019-11-30_19-33-25
arousal,pmdeamobal_agg,librosa,robust,0.75,True,kNN,rmse,0.15,2019-11-30_19-33-25
arousal,pmdeamobal_agg,librosa,robust,0.75,True,SVRrbf,rmse,0.143,2019-11-30_19-33-25
arousal,pmdeamobal_agg,librosa,robust,0.75,True,SVRpoly,rmse,0.148,2019-11-30_19-33-25
arousal,pmdeamobal_agg,librosa,robust,0.75,True,SVRlin,rmse,0.148,2019-11-30_19-33-25
arousal,pmdeamobal_agg,librosa,robust,0.75,True,DecTree,rmse,0.158,2019-11-30_19-33-25
arousal,pmdeamobal_agg,librosa,robust,0.75,True,RandFor,rmse,0.148,2019-11-30_19-33-25
valence,pmemo,librosa,robust,0.75,True,Ridge,rmse,0.123,2019-12-02_12-46-50
arousal,pmemo,librosa,robust,0.75,True,Ridge,rmse,0.110,2019-12-02_12-46-50
valence,deam,librosa,robust,0.75,True,Ridge,rmse,0.140,2019-12-02_12-46-50
arousal,deam,librosa,robust,0.75,True,Ridge,rmse,0.159,2019-12-02_12-46-50
