dataset,extraction,scaling,exp_var,pca_comp,date
bal_pmemo,librosa,standard,0.89,61,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.9,62,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.9,63,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.9,64,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.9,65,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.9,66,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.91,67,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.91,68,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.91,69,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.91,70,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.92,71,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.92,72,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.92,73,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.92,74,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.92,75,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.92,76,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.93,77,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.93,78,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.93,79,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.93,80,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.93,81,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.93,82,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.94,83,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.94,84,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.94,85,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.94,86,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.94,87,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.94,88,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.94,89,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.95,90,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.95,91,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.95,92,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.95,93,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.95,94,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.95,95,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.95,96,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.95,97,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.96,98,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.96,99,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.96,100,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.96,101,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.96,102,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.96,103,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.96,104,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.96,105,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.96,106,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.96,107,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,108,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,109,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,110,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,111,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,112,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,113,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,114,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,115,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,116,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,117,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,118,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,119,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.97,120,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,121,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,122,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,123,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,124,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,125,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,126,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,127,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,128,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,129,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,130,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,131,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,132,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,133,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,134,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,135,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,136,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,137,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,138,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.98,139,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,140,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,141,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,142,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,143,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,144,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,145,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,146,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,147,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,148,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,149,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,150,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,151,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,152,2019-12-20_14-16-46
bal_pmemo,librosa,standard,0.99,153,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,1,None,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.17,1,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.3,2,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.35,3,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.39,4,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.43,5,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.46,6,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.49,7,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.52,8,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.54,9,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.56,10,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.58,11,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.6,12,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.61,13,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.63,14,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.64,15,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.65,16,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.67,17,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.68,18,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.69,19,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.7,20,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.71,21,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.72,22,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.73,23,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.74,24,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.75,25,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.75,26,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.76,27,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.77,28,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.77,29,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.78,30,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.79,31,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.79,32,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.8,33,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.8,34,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.81,35,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.81,36,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.82,37,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.82,38,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.82,39,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.83,40,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.83,41,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.84,42,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.84,43,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.85,44,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.85,45,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.85,46,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.86,47,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.86,48,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.86,49,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.87,50,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.87,51,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.87,52,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.88,53,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.88,54,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.88,55,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.88,56,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.89,57,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.89,58,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.89,59,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.9,60,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.9,61,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.9,62,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.9,63,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.91,64,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.91,65,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.91,66,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.91,67,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.91,68,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.92,69,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.92,70,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.92,71,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.92,72,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.92,73,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.93,74,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.93,75,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.93,76,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.93,77,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.93,78,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.93,79,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.93,80,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.94,81,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.94,82,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.94,83,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.94,84,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.94,85,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.94,86,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.94,87,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.95,88,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.95,89,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.95,90,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.95,91,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.95,92,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.95,93,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.95,94,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.95,95,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.96,96,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.96,97,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.96,98,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.96,99,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.96,100,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.96,101,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.96,102,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.96,103,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.96,104,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.96,105,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,106,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,107,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,108,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,109,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,110,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,111,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,112,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,113,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,114,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,115,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,116,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,117,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.97,118,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,119,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,120,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,121,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,122,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,123,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,124,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,125,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,126,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,127,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,128,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,129,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,130,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,131,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,132,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,133,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,134,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,135,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,136,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.98,137,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,138,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,139,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,140,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,141,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,142,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,143,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,144,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,145,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,146,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,147,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,148,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,149,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,150,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,151,2019-12-20_14-16-46
bal_pmemo,librosa,minmax,0.99,152,2019-12-20_14-16-46
bal_pmemo,librosa,robust,1,None,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.18,1,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.29,2,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.35,3,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.4,4,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.44,5,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.47,6,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.5,7,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.53,8,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.55,9,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.57,10,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.58,11,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.6,12,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.62,13,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.63,14,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.65,15,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.66,16,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.68,17,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.69,18,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.7,19,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.71,20,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.72,21,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.73,22,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.74,23,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.75,24,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.76,25,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.77,26,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.78,27,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.78,28,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.79,29,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.8,30,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.8,31,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.81,32,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.81,33,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.82,34,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.82,35,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.83,36,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.83,37,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.84,38,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.84,39,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.85,40,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.85,41,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.86,42,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.86,43,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.86,44,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.87,45,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.87,46,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.87,47,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.88,48,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.88,49,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.88,50,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.89,51,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.89,52,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.89,53,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.9,54,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.9,55,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.9,56,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.9,57,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.91,58,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.91,59,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.91,60,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.91,61,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.91,62,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.92,63,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.92,64,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.92,65,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.92,66,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.92,67,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.93,68,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.93,69,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.93,70,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.93,71,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.93,72,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.93,73,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.94,74,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.94,75,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.94,76,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.94,77,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.94,78,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.94,79,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.95,80,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.95,81,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.95,82,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.95,83,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.95,84,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.95,85,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.95,86,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.95,87,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.95,88,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.96,89,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.96,90,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.96,91,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.96,92,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.96,93,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.96,94,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.96,95,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.96,96,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.96,97,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.96,98,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,99,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,100,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,101,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,102,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,103,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,104,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,105,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,106,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,107,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,108,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,109,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,110,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.97,111,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,112,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,113,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,114,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,115,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,116,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,117,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,118,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,119,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,120,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,121,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,122,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,123,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,124,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,125,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,126,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,127,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,128,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,129,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.98,130,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,131,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,132,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,133,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,134,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,135,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,136,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,137,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,138,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,139,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,140,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,141,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,142,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,143,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,144,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,145,2019-12-20_14-16-46
bal_pmemo,librosa,robust,0.99,146,2019-12-20_14-16-46
bal_deam,librosa,standard,1,None,2019-12-20_14-16-46
bal_deam,librosa,standard,0.22,1,2019-12-20_14-16-46
bal_deam,librosa,standard,0.31,2,2019-12-20_14-16-46
bal_deam,librosa,standard,0.38,3,2019-12-20_14-16-46
bal_deam,librosa,standard,0.42,4,2019-12-20_14-16-46
bal_deam,librosa,standard,0.45,5,2019-12-20_14-16-46
bal_deam,librosa,standard,0.48,6,2019-12-20_14-16-46
bal_deam,librosa,standard,0.5,7,2019-12-20_14-16-46
bal_deam,librosa,standard,0.52,8,2019-12-20_14-16-46
bal_deam,librosa,standard,0.53,9,2019-12-20_14-16-46
bal_deam,librosa,standard,0.55,10,2019-12-20_14-16-46
bal_deam,librosa,standard,0.57,11,2019-12-20_14-16-46
bal_deam,librosa,standard,0.58,12,2019-12-20_14-16-46
bal_deam,librosa,standard,0.59,13,2019-12-20_14-16-46
