dataset,extraction,scaling,exp_var,pca_comp,date
deam,librosa,minmax,0.47,8,2019-12-20_14-16-46
deam,librosa,minmax,0.49,9,2019-12-20_14-16-46
deam,librosa,minmax,0.52,10,2019-12-20_14-16-46
deam,librosa,minmax,0.54,11,2019-12-20_14-16-46
deam,librosa,minmax,0.56,12,2019-12-20_14-16-46
deam,librosa,minmax,0.57,13,2019-12-20_14-16-46
deam,librosa,minmax,0.59,14,2019-12-20_14-16-46
deam,librosa,minmax,0.6,15,2019-12-20_14-16-46
deam,librosa,minmax,0.62,16,2019-12-20_14-16-46
deam,librosa,minmax,0.63,17,2019-12-20_14-16-46
deam,librosa,minmax,0.64,18,2019-12-20_14-16-46
deam,librosa,minmax,0.65,19,2019-12-20_14-16-46
deam,librosa,minmax,0.66,20,2019-12-20_14-16-46
deam,librosa,minmax,0.67,21,2019-12-20_14-16-46
deam,librosa,minmax,0.68,22,2019-12-20_14-16-46
deam,librosa,minmax,0.69,23,2019-12-20_14-16-46
deam,librosa,minmax,0.69,24,2019-12-20_14-16-46
deam,librosa,minmax,0.7,25,2019-12-20_14-16-46
deam,librosa,minmax,0.71,26,2019-12-20_14-16-46
deam,librosa,minmax,0.72,27,2019-12-20_14-16-46
deam,librosa,minmax,0.72,28,2019-12-20_14-16-46
deam,librosa,minmax,0.73,29,2019-12-20_14-16-46
deam,librosa,minmax,0.73,30,2019-12-20_14-16-46
deam,librosa,minmax,0.74,31,2019-12-20_14-16-46
deam,librosa,minmax,0.74,32,2019-12-20_14-16-46
deam,librosa,minmax,0.75,33,2019-12-20_14-16-46
deam,librosa,minmax,0.75,34,2019-12-20_14-16-46
deam,librosa,minmax,0.76,35,2019-12-20_14-16-46
deam,librosa,minmax,0.76,36,2019-12-20_14-16-46
deam,librosa,minmax,0.77,37,2019-12-20_14-16-46
deam,librosa,minmax,0.77,38,2019-12-20_14-16-46
deam,librosa,minmax,0.78,39,2019-12-20_14-16-46
deam,librosa,minmax,0.78,40,2019-12-20_14-16-46
deam,librosa,minmax,0.79,41,2019-12-20_14-16-46
deam,librosa,minmax,0.79,42,2019-12-20_14-16-46
deam,librosa,minmax,0.79,43,2019-12-20_14-16-46
deam,librosa,minmax,0.8,44,2019-12-20_14-16-46
deam,librosa,minmax,0.8,45,2019-12-20_14-16-46
deam,librosa,minmax,0.8,46,2019-12-20_14-16-46
deam,librosa,minmax,0.81,47,2019-12-20_14-16-46
deam,librosa,minmax,0.81,48,2019-12-20_14-16-46
deam,librosa,minmax,0.81,49,2019-12-20_14-16-46
deam,librosa,minmax,0.82,50,2019-12-20_14-16-46
deam,librosa,minmax,0.82,51,2019-12-20_14-16-46
deam,librosa,minmax,0.82,52,2019-12-20_14-16-46
deam,librosa,minmax,0.83,53,2019-12-20_14-16-46
deam,librosa,minmax,0.83,54,2019-12-20_14-16-46
deam,librosa,minmax,0.83,55,2019-12-20_14-16-46
deam,librosa,minmax,0.84,56,2019-12-20_14-16-46
deam,librosa,minmax,0.84,57,2019-12-20_14-16-46
deam,librosa,minmax,0.84,58,2019-12-20_14-16-46
deam,librosa,minmax,0.84,59,2019-12-20_14-16-46
deam,librosa,minmax,0.85,60,2019-12-20_14-16-46
deam,librosa,minmax,0.85,61,2019-12-20_14-16-46
deam,librosa,minmax,0.85,62,2019-12-20_14-16-46
deam,librosa,minmax,0.85,63,2019-12-20_14-16-46
deam,librosa,minmax,0.86,64,2019-12-20_14-16-46
deam,librosa,minmax,0.86,65,2019-12-20_14-16-46
deam,librosa,minmax,0.86,66,2019-12-20_14-16-46
deam,librosa,minmax,0.86,67,2019-12-20_14-16-46
deam,librosa,minmax,0.87,68,2019-12-20_14-16-46
deam,librosa,minmax,0.87,69,2019-12-20_14-16-46
deam,librosa,minmax,0.87,70,2019-12-20_14-16-46
deam,librosa,minmax,0.87,71,2019-12-20_14-16-46
deam,librosa,minmax,0.87,72,2019-12-20_14-16-46
deam,librosa,minmax,0.88,73,2019-12-20_14-16-46
deam,librosa,minmax,0.88,74,2019-12-20_14-16-46
deam,librosa,minmax,0.88,75,2019-12-20_14-16-46
deam,librosa,minmax,0.88,76,2019-12-20_14-16-46
deam,librosa,minmax,0.88,77,2019-12-20_14-16-46
deam,librosa,minmax,0.89,78,2019-12-20_14-16-46
deam,librosa,minmax,0.89,79,2019-12-20_14-16-46
deam,librosa,minmax,0.89,80,2019-12-20_14-16-46
deam,librosa,minmax,0.89,81,2019-12-20_14-16-46
deam,librosa,minmax,0.89,82,2019-12-20_14-16-46
deam,librosa,minmax,0.89,83,2019-12-20_14-16-46
deam,librosa,minmax,0.9,84,2019-12-20_14-16-46
deam,librosa,minmax,0.9,85,2019-12-20_14-16-46
deam,librosa,minmax,0.9,86,2019-12-20_14-16-46
deam,librosa,minmax,0.9,87,2019-12-20_14-16-46
deam,librosa,minmax,0.9,88,2019-12-20_14-16-46
deam,librosa,minmax,0.9,89,2019-12-20_14-16-46
deam,librosa,minmax,0.9,90,2019-12-20_14-16-46
deam,librosa,minmax,0.91,91,2019-12-20_14-16-46
deam,librosa,minmax,0.91,92,2019-12-20_14-16-46
deam,librosa,minmax,0.91,93,2019-12-20_14-16-46
deam,librosa,minmax,0.91,94,2019-12-20_14-16-46
deam,librosa,minmax,0.91,95,2019-12-20_14-16-46
deam,librosa,minmax,0.91,96,2019-12-20_14-16-46
deam,librosa,minmax,0.91,97,2019-12-20_14-16-46
deam,librosa,minmax,0.92,98,2019-12-20_14-16-46
deam,librosa,minmax,0.92,99,2019-12-20_14-16-46
deam,librosa,minmax,0.92,100,2019-12-20_14-16-46
deam,librosa,minmax,0.92,101,2019-12-20_14-16-46
deam,librosa,minmax,0.92,102,2019-12-20_14-16-46
deam,librosa,minmax,0.92,103,2019-12-20_14-16-46
deam,librosa,minmax,0.92,104,2019-12-20_14-16-46
deam,librosa,minmax,0.92,105,2019-12-20_14-16-46
deam,librosa,minmax,0.93,106,2019-12-20_14-16-46
deam,librosa,minmax,0.93,107,2019-12-20_14-16-46
deam,librosa,minmax,0.93,108,2019-12-20_14-16-46
deam,librosa,minmax,0.93,109,2019-12-20_14-16-46
deam,librosa,minmax,0.93,110,2019-12-20_14-16-46
deam,librosa,minmax,0.93,111,2019-12-20_14-16-46
deam,librosa,minmax,0.93,112,2019-12-20_14-16-46
deam,librosa,minmax,0.93,113,2019-12-20_14-16-46
deam,librosa,minmax,0.94,114,2019-12-20_14-16-46
deam,librosa,minmax,0.94,115,2019-12-20_14-16-46
deam,librosa,minmax,0.94,116,2019-12-20_14-16-46
deam,librosa,minmax,0.94,117,2019-12-20_14-16-46
deam,librosa,minmax,0.94,118,2019-12-20_14-16-46
deam,librosa,minmax,0.94,119,2019-12-20_14-16-46
deam,librosa,minmax,0.94,120,2019-12-20_14-16-46
deam,librosa,minmax,0.94,121,2019-12-20_14-16-46
deam,librosa,minmax,0.94,122,2019-12-20_14-16-46
deam,librosa,minmax,0.94,123,2019-12-20_14-16-46
deam,librosa,minmax,0.94,124,2019-12-20_14-16-46
deam,librosa,minmax,0.95,125,2019-12-20_14-16-46
deam,librosa,minmax,0.95,126,2019-12-20_14-16-46
deam,librosa,minmax,0.95,127,2019-12-20_14-16-46
deam,librosa,minmax,0.95,128,2019-12-20_14-16-46
deam,librosa,minmax,0.95,129,2019-12-20_14-16-46
deam,librosa,minmax,0.95,130,2019-12-20_14-16-46
deam,librosa,minmax,0.95,131,2019-12-20_14-16-46
deam,librosa,minmax,0.95,132,2019-12-20_14-16-46
deam,librosa,minmax,0.95,133,2019-12-20_14-16-46
deam,librosa,minmax,0.95,134,2019-12-20_14-16-46
deam,librosa,minmax,0.95,135,2019-12-20_14-16-46
deam,librosa,minmax,0.95,136,2019-12-20_14-16-46
deam,librosa,minmax,0.96,137,2019-12-20_14-16-46
deam,librosa,minmax,0.96,138,2019-12-20_14-16-46
deam,librosa,minmax,0.96,139,2019-12-20_14-16-46
deam,librosa,minmax,0.96,140,2019-12-20_14-16-46
deam,librosa,minmax,0.96,141,2019-12-20_14-16-46
deam,librosa,minmax,0.96,142,2019-12-20_14-16-46
deam,librosa,minmax,0.96,143,2019-12-20_14-16-46
deam,librosa,minmax,0.96,144,2019-12-20_14-16-46
deam,librosa,minmax,0.96,145,2019-12-20_14-16-46
deam,librosa,minmax,0.96,146,2019-12-20_14-16-46
deam,librosa,minmax,0.96,147,2019-12-20_14-16-46
deam,librosa,minmax,0.96,148,2019-12-20_14-16-46
deam,librosa,minmax,0.96,149,2019-12-20_14-16-46
deam,librosa,minmax,0.96,150,2019-12-20_14-16-46
deam,librosa,minmax,0.96,151,2019-12-20_14-16-46
deam,librosa,minmax,0.97,152,2019-12-20_14-16-46
deam,librosa,minmax,0.97,153,2019-12-20_14-16-46
deam,librosa,minmax,0.97,154,2019-12-20_14-16-46
deam,librosa,minmax,0.97,155,2019-12-20_14-16-46
deam,librosa,minmax,0.97,156,2019-12-20_14-16-46
deam,librosa,minmax,0.97,157,2019-12-20_14-16-46
deam,librosa,minmax,0.97,158,2019-12-20_14-16-46
deam,librosa,minmax,0.97,159,2019-12-20_14-16-46
deam,librosa,minmax,0.97,160,2019-12-20_14-16-46
deam,librosa,minmax,0.97,161,2019-12-20_14-16-46
deam,librosa,minmax,0.97,162,2019-12-20_14-16-46
deam,librosa,minmax,0.97,163,2019-12-20_14-16-46
deam,librosa,minmax,0.97,164,2019-12-20_14-16-46
deam,librosa,minmax,0.97,165,2019-12-20_14-16-46
deam,librosa,minmax,0.97,166,2019-12-20_14-16-46
deam,librosa,minmax,0.97,167,2019-12-20_14-16-46
deam,librosa,minmax,0.97,168,2019-12-20_14-16-46
deam,librosa,minmax,0.97,169,2019-12-20_14-16-46
deam,librosa,minmax,0.97,170,2019-12-20_14-16-46
deam,librosa,minmax,0.98,171,2019-12-20_14-16-46
deam,librosa,minmax,0.98,172,2019-12-20_14-16-46
deam,librosa,minmax,0.98,173,2019-12-20_14-16-46
deam,librosa,minmax,0.98,174,2019-12-20_14-16-46
deam,librosa,minmax,0.98,175,2019-12-20_14-16-46
deam,librosa,minmax,0.98,176,2019-12-20_14-16-46
deam,librosa,minmax,0.98,177,2019-12-20_14-16-46
deam,librosa,minmax,0.98,178,2019-12-20_14-16-46
deam,librosa,minmax,0.98,179,2019-12-20_14-16-46
deam,librosa,minmax,0.98,180,2019-12-20_14-16-46
deam,librosa,minmax,0.98,181,2019-12-20_14-16-46
deam,librosa,minmax,0.98,182,2019-12-20_14-16-46
deam,librosa,minmax,0.98,183,2019-12-20_14-16-46
deam,librosa,minmax,0.98,184,2019-12-20_14-16-46
deam,librosa,minmax,0.98,185,2019-12-20_14-16-46
deam,librosa,minmax,0.98,186,2019-12-20_14-16-46
deam,librosa,minmax,0.98,187,2019-12-20_14-16-46
deam,librosa,minmax,0.98,188,2019-12-20_14-16-46
deam,librosa,minmax,0.98,189,2019-12-20_14-16-46
deam,librosa,minmax,0.98,190,2019-12-20_14-16-46
deam,librosa,minmax,0.98,191,2019-12-20_14-16-46
deam,librosa,minmax,0.98,192,2019-12-20_14-16-46
deam,librosa,minmax,0.98,193,2019-12-20_14-16-46
deam,librosa,minmax,0.98,194,2019-12-20_14-16-46
deam,librosa,minmax,0.98,195,2019-12-20_14-16-46
deam,librosa,minmax,0.98,196,2019-12-20_14-16-46
deam,librosa,minmax,0.98,197,2019-12-20_14-16-46
deam,librosa,minmax,0.98,198,2019-12-20_14-16-46
deam,librosa,minmax,0.99,199,2019-12-20_14-16-46
deam,librosa,minmax,0.99,200,2019-12-20_14-16-46
deam,librosa,minmax,0.99,201,2019-12-20_14-16-46
deam,librosa,minmax,0.99,202,2019-12-20_14-16-46
deam,librosa,minmax,0.99,203,2019-12-20_14-16-46
deam,librosa,minmax,0.99,204,2019-12-20_14-16-46
deam,librosa,minmax,0.99,205,2019-12-20_14-16-46
deam,librosa,minmax,0.99,206,2019-12-20_14-16-46
deam,librosa,minmax,0.99,207,2019-12-20_14-16-46
deam,librosa,minmax,0.99,208,2019-12-20_14-16-46
deam,librosa,minmax,0.99,209,2019-12-20_14-16-46
deam,librosa,minmax,0.99,210,2019-12-20_14-16-46
deam,librosa,minmax,0.99,211,2019-12-20_14-16-46
deam,librosa,minmax,0.99,212,2019-12-20_14-16-46
deam,librosa,minmax,0.99,213,2019-12-20_14-16-46
deam,librosa,minmax,0.99,214,2019-12-20_14-16-46
deam,librosa,minmax,0.99,215,2019-12-20_14-16-46
deam,librosa,minmax,0.99,216,2019-12-20_14-16-46
deam,librosa,minmax,0.99,217,2019-12-20_14-16-46
deam,librosa,minmax,0.99,218,2019-12-20_14-16-46
deam,librosa,minmax,0.99,219,2019-12-20_14-16-46
deam,librosa,minmax,0.99,220,2019-12-20_14-16-46
deam,librosa,minmax,0.99,221,2019-12-20_14-16-46
deam,librosa,robust,1,None,2019-12-20_14-16-46
deam,librosa,robust,0.55,1,2019-12-20_14-16-46
deam,librosa,robust,0.68,2,2019-12-20_14-16-46
deam,librosa,robust,0.74,3,2019-12-20_14-16-46
deam,librosa,robust,0.77,4,2019-12-20_14-16-46
deam,librosa,robust,0.8,5,2019-12-20_14-16-46
deam,librosa,robust,0.82,6,2019-12-20_14-16-46
deam,librosa,robust,0.83,7,2019-12-20_14-16-46
deam,librosa,robust,0.84,8,2019-12-20_14-16-46
deam,librosa,robust,0.85,9,2019-12-20_14-16-46
deam,librosa,robust,0.86,10,2019-12-20_14-16-46
deam,librosa,robust,0.87,11,2019-12-20_14-16-46
deam,librosa,robust,0.87,12,2019-12-20_14-16-46
deam,librosa,robust,0.88,13,2019-12-20_14-16-46
deam,librosa,robust,0.88,14,2019-12-20_14-16-46
deam,librosa,robust,0.89,15,2019-12-20_14-16-46
deam,librosa,robust,0.89,16,2019-12-20_14-16-46
deam,librosa,robust,0.89,17,2019-12-20_14-16-46
deam,librosa,robust,0.9,18,2019-12-20_14-16-46
deam,librosa,robust,0.9,19,2019-12-20_14-16-46
deam,librosa,robust,0.91,20,2019-12-20_14-16-46
deam,librosa,robust,0.91,21,2019-12-20_14-16-46
deam,librosa,robust,0.91,22,2019-12-20_14-16-46
deam,librosa,robust,0.92,23,2019-12-20_14-16-46
deam,librosa,robust,0.92,24,2019-12-20_14-16-46
deam,librosa,robust,0.92,25,2019-12-20_14-16-46
deam,librosa,robust,0.92,26,2019-12-20_14-16-46
deam,librosa,robust,0.93,27,2019-12-20_14-16-46
deam,librosa,robust,0.93,28,2019-12-20_14-16-46
deam,librosa,robust,0.93,29,2019-12-20_14-16-46
deam,librosa,robust,0.93,30,2019-12-20_14-16-46
deam,librosa,robust,0.93,31,2019-12-20_14-16-46
deam,librosa,robust,0.94,32,2019-12-20_14-16-46
deam,librosa,robust,0.94,33,2019-12-20_14-16-46
deam,librosa,robust,0.94,34,2019-12-20_14-16-46
deam,librosa,robust,0.94,35,2019-12-20_14-16-46
deam,librosa,robust,0.94,36,2019-12-20_14-16-46
deam,librosa,robust,0.94,37,2019-12-20_14-16-46
deam,librosa,robust,0.95,38,2019-12-20_14-16-46
deam,librosa,robust,0.95,39,2019-12-20_14-16-46
deam,librosa,robust,0.95,40,2019-12-20_14-16-46
deam,librosa,robust,0.95,41,2019-12-20_14-16-46
deam,librosa,robust,0.95,42,2019-12-20_14-16-46
deam,librosa,robust,0.95,43,2019-12-20_14-16-46
deam,librosa,robust,0.95,44,2019-12-20_14-16-46
deam,librosa,robust,0.95,45,2019-12-20_14-16-46
deam,librosa,robust,0.96,46,2019-12-20_14-16-46
deam,librosa,robust,0.96,47,2019-12-20_14-16-46
deam,librosa,robust,0.96,48,2019-12-20_14-16-46
deam,librosa,robust,0.96,49,2019-12-20_14-16-46
deam,librosa,robust,0.96,50,2019-12-20_14-16-46
deam,librosa,robust,0.96,51,2019-12-20_14-16-46
deam,librosa,robust,0.96,52,2019-12-20_14-16-46
deam,librosa,robust,0.96,53,2019-12-20_14-16-46
deam,librosa,robust,0.96,54,2019-12-20_14-16-46
deam,librosa,robust,0.96,55,2019-12-20_14-16-46
deam,librosa,robust,0.97,56,2019-12-20_14-16-46
deam,librosa,robust,0.97,57,2019-12-20_14-16-46
deam,librosa,robust,0.97,58,2019-12-20_14-16-46
deam,librosa,robust,0.97,59,2019-12-20_14-16-46
deam,librosa,robust,0.97,60,2019-12-20_14-16-46
deam,librosa,robust,0.97,61,2019-12-20_14-16-46
deam,librosa,robust,0.97,62,2019-12-20_14-16-46
deam,librosa,robust,0.97,63,2019-12-20_14-16-46
deam,librosa,robust,0.97,64,2019-12-20_14-16-46
deam,librosa,robust,0.97,65,2019-12-20_14-16-46
deam,librosa,robust,0.97,66,2019-12-20_14-16-46
deam,librosa,robust,0.97,67,2019-12-20_14-16-46
deam,librosa,robust,0.97,68,2019-12-20_14-16-46
deam,librosa,robust,0.97,69,2019-12-20_14-16-46
deam,librosa,robust,0.97,70,2019-12-20_14-16-46
deam,librosa,robust,0.97,71,2019-12-20_14-16-46
deam,librosa,robust,0.97,72,2019-12-20_14-16-46
deam,librosa,robust,0.98,73,2019-12-20_14-16-46
deam,librosa,robust,0.98,74,2019-12-20_14-16-46
deam,librosa,robust,0.98,75,2019-12-20_14-16-46
deam,librosa,robust,0.98,76,2019-12-20_14-16-46
deam,librosa,robust,0.98,77,2019-12-20_14-16-46
deam,librosa,robust,0.98,78,2019-12-20_14-16-46
deam,librosa,robust,0.98,79,2019-12-20_14-16-46
deam,librosa,robust,0.98,80,2019-12-20_14-16-46
deam,librosa,robust,0.98,81,2019-12-20_14-16-46
deam,librosa,robust,0.98,82,2019-12-20_14-16-46
deam,librosa,robust,0.98,83,2019-12-20_14-16-46
deam,librosa,robust,0.98,84,2019-12-20_14-16-46
deam,librosa,robust,0.98,85,2019-12-20_14-16-46
deam,librosa,robust,0.98,86,2019-12-20_14-16-46
deam,librosa,robust,0.98,87,2019-12-20_14-16-46
deam,librosa,robust,0.98,88,2019-12-20_14-16-46
deam,librosa,robust,0.98,89,2019-12-20_14-16-46
deam,librosa,robust,0.98,90,2019-12-20_14-16-46
deam,librosa,robust,0.98,91,2019-12-20_14-16-46
deam,librosa,robust,0.98,92,2019-12-20_14-16-46
deam,librosa,robust,0.98,93,2019-12-20_14-16-46
deam,librosa,robust,0.98,94,2019-12-20_14-16-46
deam,librosa,robust,0.98,95,2019-12-20_14-16-46
deam,librosa,robust,0.98,96,2019-12-20_14-16-46
deam,librosa,robust,0.98,97,2019-12-20_14-16-46
deam,librosa,robust,0.98,98,2019-12-20_14-16-46
deam,librosa,robust,0.98,99,2019-12-20_14-16-46
deam,librosa,robust,0.98,100,2019-12-20_14-16-46
deam,librosa,robust,0.98,101,2019-12-20_14-16-46
deam,librosa,robust,0.99,102,2019-12-20_14-16-46
deam,librosa,robust,0.99,103,2019-12-20_14-16-46
deam,librosa,robust,0.99,104,2019-12-20_14-16-46
deam,librosa,robust,0.99,105,2019-12-20_14-16-46
deam,librosa,robust,0.99,106,2019-12-20_14-16-46
deam,librosa,robust,0.99,107,2019-12-20_14-16-46
deam,librosa,robust,0.99,108,2019-12-20_14-16-46
deam,librosa,robust,0.99,109,2019-12-20_14-16-46
deam,librosa,robust,0.99,110,2019-12-20_14-16-46
deam,librosa,robust,0.99,111,2019-12-20_14-16-46
deam,librosa,robust,0.99,112,2019-12-20_14-16-46
deam,librosa,robust,0.99,113,2019-12-20_14-16-46
deam,librosa,robust,0.99,114,2019-12-20_14-16-46
deam,librosa,robust,0.99,115,2019-12-20_14-16-46
deam,librosa,robust,0.99,116,2019-12-20_14-16-46
deam,librosa,robust,0.99,117,2019-12-20_14-16-46
deam,librosa,robust,0.99,118,2019-12-20_14-16-46
deam,librosa,robust,0.99,119,2019-12-20_14-16-46
deam,librosa,robust,0.99,120,2019-12-20_14-16-46
deam,librosa,robust,0.99,121,2019-12-20_14-16-46
deam,librosa,robust,0.99,122,2019-12-20_14-16-46
deam,librosa,robust,0.99,123,2019-12-20_14-16-46
deam,librosa,robust,0.99,124,2019-12-20_14-16-46
deam,librosa,robust,0.99,125,2019-12-20_14-16-46
deam,librosa,robust,0.99,126,2019-12-20_14-16-46
deam,librosa,robust,0.99,127,2019-12-20_14-16-46
deam,librosa,robust,0.99,128,2019-12-20_14-16-46
deam,librosa,robust,0.99,129,2019-12-20_14-16-46
dixon,librosa,standard,1,None,2019-12-20_14-16-46
dixon,librosa,standard,0.23,1,2019-12-20_14-16-46
dixon,librosa,standard,0.3,2,2019-12-20_14-16-46
dixon,librosa,standard,0.35,3,2019-12-20_14-16-46
dixon,librosa,standard,0.39,4,2019-12-20_14-16-46
dixon,librosa,standard,0.43,5,2019-12-20_14-16-46
dixon,librosa,standard,0.45,6,2019-12-20_14-16-46
dixon,librosa,standard,0.47,7,2019-12-20_14-16-46
dixon,librosa,standard,0.49,8,2019-12-20_14-16-46
dixon,librosa,standard,0.51,9,2019-12-20_14-16-46
dixon,librosa,standard,0.53,10,2019-12-20_14-16-46
dixon,librosa,standard,0.54,11,2019-12-20_14-16-46
dixon,librosa,standard,0.55,12,2019-12-20_14-16-46
dixon,librosa,standard,0.56,13,2019-12-20_14-16-46
dixon,librosa,standard,0.58,14,2019-12-20_14-16-46
dixon,librosa,standard,0.59,15,2019-12-20_14-16-46
dixon,librosa,standard,0.6,16,2019-12-20_14-16-46
dixon,librosa,standard,0.61,17,2019-12-20_14-16-46
dixon,librosa,standard,0.62,18,2019-12-20_14-16-46
dixon,librosa,standard,0.63,19,2019-12-20_14-16-46
dixon,librosa,standard,0.64,20,2019-12-20_14-16-46
dixon,librosa,standard,0.64,21,2019-12-20_14-16-46
dixon,librosa,standard,0.65,22,2019-12-20_14-16-46
dixon,librosa,standard,0.66,23,2019-12-20_14-16-46
dixon,librosa,standard,0.67,24,2019-12-20_14-16-46
dixon,librosa,standard,0.67,25,2019-12-20_14-16-46
dixon,librosa,standard,0.68,26,2019-12-20_14-16-46
dixon,librosa,standard,0.69,27,2019-12-20_14-16-46
dixon,librosa,standard,0.69,28,2019-12-20_14-16-46
dixon,librosa,standard,0.7,29,2019-12-20_14-16-46
dixon,librosa,standard,0.71,30,2019-12-20_14-16-46
dixon,librosa,standard,0.71,31,2019-12-20_14-16-46
dixon,librosa,standard,0.72,32,2019-12-20_14-16-46
dixon,librosa,standard,0.72,33,2019-12-20_14-16-46
dixon,librosa,standard,0.73,34,2019-12-20_14-16-46
dixon,librosa,standard,0.73,35,2019-12-20_14-16-46
dixon,librosa,standard,0.74,36,2019-12-20_14-16-46
dixon,librosa,standard,0.74,37,2019-12-20_14-16-46
dixon,librosa,standard,0.74,38,2019-12-20_14-16-46
dixon,librosa,standard,0.75,39,2019-12-20_14-16-46
dixon,librosa,standard,0.75,40,2019-12-20_14-16-46
dixon,librosa,standard,0.76,41,2019-12-20_14-16-46
dixon,librosa,standard,0.76,42,2019-12-20_14-16-46
dixon,librosa,standard,0.76,43,2019-12-20_14-16-46
dixon,librosa,standard,0.77,44,2019-12-20_14-16-46
dixon,librosa,standard,0.77,45,2019-12-20_14-16-46
dixon,librosa,standard,0.77,46,2019-12-20_14-16-46
dixon,librosa,standard,0.78,47,2019-12-20_14-16-46
dixon,librosa,standard,0.78,48,2019-12-20_14-16-46
dixon,librosa,standard,0.79,49,2019-12-20_14-16-46
dixon,librosa,standard,0.79,50,2019-12-20_14-16-46
dixon,librosa,standard,0.79,51,2019-12-20_14-16-46
dixon,librosa,standard,0.79,52,2019-12-20_14-16-46
dixon,librosa,standard,0.8,53,2019-12-20_14-16-46
dixon,librosa,standard,0.8,54,2019-12-20_14-16-46
dixon,librosa,standard,0.8,55,2019-12-20_14-16-46
dixon,librosa,standard,0.81,56,2019-12-20_14-16-46
dixon,librosa,standard,0.81,57,2019-12-20_14-16-46
dixon,librosa,standard,0.81,58,2019-12-20_14-16-46
dixon,librosa,standard,0.82,59,2019-12-20_14-16-46
dixon,librosa,standard,0.82,60,2019-12-20_14-16-46
dixon,librosa,standard,0.82,61,2019-12-20_14-16-46
dixon,librosa,standard,0.82,62,2019-12-20_14-16-46
dixon,librosa,standard,0.83,63,2019-12-20_14-16-46
dixon,librosa,standard,0.83,64,2019-12-20_14-16-46
dixon,librosa,standard,0.83,65,2019-12-20_14-16-46
dixon,librosa,standard,0.83,66,2019-12-20_14-16-46
dixon,librosa,standard,0.84,67,2019-12-20_14-16-46
dixon,librosa,standard,0.84,68,2019-12-20_14-16-46
dixon,librosa,standard,0.84,69,2019-12-20_14-16-46
dixon,librosa,standard,0.84,70,2019-12-20_14-16-46
dixon,librosa,standard,0.84,71,2019-12-20_14-16-46
dixon,librosa,standard,0.85,72,2019-12-20_14-16-46
dixon,librosa,standard,0.85,73,2019-12-20_14-16-46
dixon,librosa,standard,0.85,74,2019-12-20_14-16-46
dixon,librosa,standard,0.85,75,2019-12-20_14-16-46
dixon,librosa,standard,0.85,76,2019-12-20_14-16-46
dixon,librosa,standard,0.86,77,2019-12-20_14-16-46
dixon,librosa,standard,0.86,78,2019-12-20_14-16-46
dixon,librosa,standard,0.86,79,2019-12-20_14-16-46
dixon,librosa,standard,0.86,80,2019-12-20_14-16-46
dixon,librosa,standard,0.86,81,2019-12-20_14-16-46
dixon,librosa,standard,0.87,82,2019-12-20_14-16-46
dixon,librosa,standard,0.87,83,2019-12-20_14-16-46
dixon,librosa,standard,0.87,84,2019-12-20_14-16-46
dixon,librosa,standard,0.87,85,2019-12-20_14-16-46
dixon,librosa,standard,0.87,86,2019-12-20_14-16-46
dixon,librosa,standard,0.87,87,2019-12-20_14-16-46
dixon,librosa,standard,0.88,88,2019-12-20_14-16-46
dixon,librosa,standard,0.88,89,2019-12-20_14-16-46
dixon,librosa,standard,0.88,90,2019-12-20_14-16-46
dixon,librosa,standard,0.88,91,2019-12-20_14-16-46
dixon,librosa,standard,0.88,92,2019-12-20_14-16-46
dixon,librosa,standard,0.88,93,2019-12-20_14-16-46
dixon,librosa,standard,0.89,94,2019-12-20_14-16-46
dixon,librosa,standard,0.89,95,2019-12-20_14-16-46
dixon,librosa,standard,0.89,96,2019-12-20_14-16-46
dixon,librosa,standard,0.89,97,2019-12-20_14-16-46
dixon,librosa,standard,0.89,98,2019-12-20_14-16-46
dixon,librosa,standard,0.89,99,2019-12-20_14-16-46
dixon,librosa,standard,0.89,100,2019-12-20_14-16-46
dixon,librosa,standard,0.9,101,2019-12-20_14-16-46
dixon,librosa,standard,0.9,102,2019-12-20_14-16-46
dixon,librosa,standard,0.9,103,2019-12-20_14-16-46
dixon,librosa,standard,0.9,104,2019-12-20_14-16-46
dixon,librosa,standard,0.9,105,2019-12-20_14-16-46
dixon,librosa,standard,0.9,106,2019-12-20_14-16-46
dixon,librosa,standard,0.9,107,2019-12-20_14-16-46
dixon,librosa,standard,0.9,108,2019-12-20_14-16-46
dixon,librosa,standard,0.91,109,2019-12-20_14-16-46
dixon,librosa,standard,0.91,110,2019-12-20_14-16-46
dixon,librosa,standard,0.91,111,2019-12-20_14-16-46
dixon,librosa,standard,0.91,112,2019-12-20_14-16-46
dixon,librosa,standard,0.91,113,2019-12-20_14-16-46
dixon,librosa,standard,0.91,114,2019-12-20_14-16-46
dixon,librosa,standard,0.91,115,2019-12-20_14-16-46
dixon,librosa,standard,0.91,116,2019-12-20_14-16-46
dixon,librosa,standard,0.91,117,2019-12-20_14-16-46
dixon,librosa,standard,0.92,118,2019-12-20_14-16-46
dixon,librosa,standard,0.92,119,2019-12-20_14-16-46
dixon,librosa,standard,0.92,120,2019-12-20_14-16-46
dixon,librosa,standard,0.92,121,2019-12-20_14-16-46
dixon,librosa,standard,0.92,122,2019-12-20_14-16-46
dixon,librosa,standard,0.92,123,2019-12-20_14-16-46
dixon,librosa,standard,0.92,124,2019-12-20_14-16-46
dixon,librosa,standard,0.92,125,2019-12-20_14-16-46
