dimension,dataset,extraction,scaling,pca_val,whiten,model,metric,score,std,date
valence,deam_agg,librosa,standard,None,False,Dummy,rmse,0.145,0.025,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,Dummy,r2,-0.05,0.071,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,Lasso,rmse,0.145,0.025,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,Lasso,r2,-0.05,0.071,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,ElaNet,rmse,0.145,0.025,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,ElaNet,r2,-0.05,0.071,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,Ridge,rmse,0.103,0.006,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,Ridge,r2,0.43,0.161,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,kNN,rmse,0.115,0.009,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,kNN,r2,0.30,0.183,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,SVRrbf,rmse,0.106,0.011,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,SVRrbf,r2,0.42,0.128,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,SVRpol,rmse,0.104,0.007,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,SVRpol,r2,0.43,0.152,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,SVRlin,rmse,0.104,0.007,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,SVRlin,r2,0.43,0.153,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,DecTre,rmse,0.117,0.010,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,DecTre,r2,0.28,0.175,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,RanFor,rmse,0.131,0.021,2019-12-07_15-39-57
valence,deam_agg,librosa,standard,None,False,RanFor,r2,0.14,0.124,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,Dummy,rmse,0.162,0.019,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,Dummy,r2,-0.11,0.088,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,Lasso,rmse,0.162,0.019,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,Lasso,r2,-0.11,0.088,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,ElaNet,rmse,0.162,0.019,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,ElaNet,r2,-0.11,0.088,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,Ridge,rmse,0.113,0.023,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,Ridge,r2,0.43,0.236,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,kNN,rmse,0.123,0.025,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,kNN,r2,0.33,0.278,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,SVRrbf,rmse,0.111,0.020,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,SVRrbf,r2,0.46,0.197,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,SVRpol,rmse,0.112,0.023,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,SVRpol,r2,0.44,0.236,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,SVRlin,rmse,0.112,0.023,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,SVRlin,r2,0.43,0.240,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,DecTre,rmse,0.134,0.022,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,DecTre,r2,0.22,0.249,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,RanFor,rmse,0.150,0.019,2019-12-07_15-39-57
arousal,deam_agg,librosa,standard,None,False,RanFor,r2,0.04,0.100,2019-12-07_15-39-57
